2020/11/29,AQU,10,ClmN,6.0,T,14.60,Unprecedented,11,1,1,3,1,0,6,-15,2,-1,1,0.19,1,0.875,9,0.15,3,-0.11,9,4775.0,False,False,0,False,3,8.00,False,False,423,281,451,30
2020/12/04,AQU,1,ClmN,6.0,D,8.40,Gray Haze,14,1,2,5,2,-3,3,-4,1,0,7,0.07,2,0.625,1,0.17,1,-0.02,4,4671.666666666667,True,False,-1,False,3,0.60,True,False,368,248,427,16
2020/12/04,AQU,2,MSW,6.0,T,49.20,Miss Dracarys,0,,,,7,,7,,7,,7,0.12,,,10,0.09,5,-0.51,7,,,,,,,,True,,389,295,422,
2020/12/04,AQU,3,ALW,8.5,T,6.00,Winters Back,3,1,1,0,4,-6,2,-5,4,-9,7,0.12,1,1.0,2,0.21,5,-0.43,1,20773.333333333332,True,False,1,True,1,5.25,False,False,369,348,341,27
2020/12/04,AQU,4,ClmN,6.5,D,7.40,Sneakiness,10,1,1,3,2,-5,8,-23,1,2,3,0.16,2,0.875,3,0.17,8,-0.51,9,2536.5,False,False,-1,False,9,12.05,False,False,363,327,401,42
2020/12/04,AQU,5,MSW,6.0,D,9.90,A Life That's Good,1,0,0,0,1,2,1,1,1,1,7,0.14,1,1.0,7,0.16,14,-0.59,7,350.0,False,False,0,False,6,2.80,False,False,353,251,360,41
2020/12/04,AQU,6,AOC,6.0,T,10.60,It's a Gamble,3,1,0,0,2,-5,3,-4,3,-4,3,0.15,8,0.3333333333333333,6,0.2,7,-0.64,5,14000.0,False,False,-1,False,7,6.80,False,False,290,309,305,34
2020/12/04,AQU,7,STR,8.0,T,19.40,Hurricane Hill,9,3,1,3,10,-14,11,-28,2,-2,3,0.16,7,0.5,6,0.17,3,-0.22,1,12138.5,False,False,0,False,9,11.50,False,False,329,317,328,64
2020/12/04,AQU,8,CLM,6.0,D,7.00,Wegotoldyougotsold,17,5,5,1,3,-2,2,-2,3,-4,1,0.17,1,1.0,4,0.11,6,-0.49,2,8902.0,False,True,0,True,1,2.75,True,False,361,326,380,22
2020/12/04,AQU,9,MCL,8.0,D,17.80,Make It in Ny,1,0,0,0,9,-45,9,-52,9,-51,6,0.12,4,0.0,8,0.07,8,-0.56,7,700.0,False,False,-1,False,8,35.25,False,False,375,300,389,47
